1;-0,11098;-10,59617
2;-0,11094;-10,48998
3;-0,1109;-10,384
4;-0,11086;-10,27817
5;-0,11082;-10,17234
6;-0,11078;-10,06649
7;-0,11074;-9,96063
8;-0,11069;-9,85474
9;-0,11064;-9,74884
10;-0,11058;-9,64286
11;-0,11052;-9,537
12;-0,11046;-9,4311
13;-0,11039;-9,32515
14;-0,11031;-9,21925
15;-0,11023;-9,11333
16;-0,11013;-9,00738
17;-0,11003;-8,9014
18;-0,10993;-8,79541
19;-0,10981;-8,68943
20;-0,10969;-8,58348
21;-0,10955;-8,4775
22;-0,10941;-8,37154
23;-0,10925;-8,26555
24;-0,10909;-8,15959
25;-0,10891;-8,05361
26;-0,10873;-7,94763
27;-0,10853;-7,84164
28;-0,10831;-7,73566
29;-0,10809;-7,62967
30;-0,10785;-7,52368
31;-0,1076;-7,41769
32;-0,10733;-7,31171
33;-0,10705;-7,20571
34;-0,10675;-7,09972
35;-0,10643;-6,99373
36;-0,1061;-6,88774
37;-0,10575;-6,78175
38;-0,10538;-6,67576
39;-0,10499;-6,56976
40;-0,10459;-6,46377
41;-0,10416;-6,35778
42;-0,10371;-6,25179
43;-0,10323;-6,14579
44;-0,10274;-6,0398
45;-0,10222;-5,93381
46;-0,10167;-5,82781
47;-0,1011;-5,72182
48;-0,10051;-5,61583
49;-0,09988;-5,50983
50;-0,09923;-5,40384
51;-0,09854;-5,29785
52;-0,09783;-5,19186
53;-0,09708;-5,08586
54;-0,0963;-4,97987
55;-0,09548;-4,87388
56;-0,09463;-4,76789
57;-0,09373;-4,66189
58;-0,0928;-4,5559
59;-0,09183;-4,44991
60;-0,09081;-4,34392
61;-0,08974;-4,23793
62;-0,08863;-4,13194
63;-0,08747;-4,02595
64;-0,08626;-3,91996
65;-0,08499;-3,81397
66;-0,08367;-3,70798
67;-0,08228;-3,60199
68;-0,08084;-3,496
69;-0,07934;-3,39002
70;-0,07777;-3,28403
71;-0,07613;-3,17804
72;-0,07443;-3,07206
73;-0,07266;-2,96607
74;-0,07082;-2,86009
75;-0,0689;-2,75411
76;-0,06691;-2,64813
77;-0,06485;-2,54214
78;-0,06271;-2,43616
79;-0,0605;-2,33018
80;-0,05822;-2,2242
81;-0,05586;-2,11822
82;-0,05344;-2,01224
83;-0,05094;-1,90626
84;-0,04838;-1,80028
85;-0,04575;-1,69429
86;-0,04306;-1,58831
87;-0,04032;-1,48233
88;-0,03751;-1,37635
89;-0,03466;-1,27037
90;-0,03176;-1,1644
91;-0,02881;-1,05843
92;-0,0258;-0,95248
93;-0,02273;-0,84654
94;-0,01958;-0,74064
95;-0,01634;-0,63482
96;-0,01295;-0,52917
97;-0,00941;-0,42358
98;-0,00587;-0,31782
99;-0,0028;-0,21192
100;-0,00072;-0,10597
101;0;0
102;-0,00068;0,10595
103;-0,0025;0,21184
104;-0,00502;0,31764
105;-0,0078;0,42334
106;-0,01061;0,52907
107;-0,0134;0,6349
108;-0,01614;0,74078
109;-0,01885;0,8467
110;-0,02153;0,95263
111;-0,02418;1,05859
112;-0,02681;1,16455
113;-0,0294;1,27052
114;-0,03196;1,37649
115;-0,03447;1,48247
116;-0,03695;1,58844
117;-0,03938;1,69441
118;-0,04176;1,80038
119;-0,04409;1,90635
120;-0,04638;2,01232
121;-0,04861;2,11829
122;-0,05079;2,22426
123;-0,05293;2,33023
124;-0,05502;2,4362
125;-0,05707;2,54218
126;-0,05907;2,64816
127;-0,06103;2,75413
128;-0,06295;2,86011
129;-0,06482;2,9661
130;-0,06665;3,07208
131;-0,06843;3,17807
132;-0,07017;3,28405
133;-0,07186;3,39004
134;-0,0735;3,49603
135;-0,07509;3,60202
136;-0,07663;3,70801
137;-0,07813;3,814
138;-0,07957;3,91999
139;-0,08096;4,02598
140;-0,0823;4,13198
141;-0,08359;4,23797
142;-0,08482;4,34396
143;-0,08601;4,44995
144;-0,08714;4,55594
145;-0,08823;4,66194
146;-0,08927;4,76793
147;-0,09026;4,87392
148;-0,0912;4,97991
149;-0,0921;5,08591
150;-0,09295;5,1919
151;-0,09377;5,29789
152;-0,09454;5,40388
153;-0,09527;5,50987
154;-0,09597;5,61586
155;-0,09663;5,72186
156;-0,09725;5,82785
157;-0,09784;5,93384
158;-0,0984;6,03983
159;-0,09893;6,14582
160;-0,09943;6,25182
161;-0,09991;6,35781
162;-0,10036;6,4638
163;-0,10078;6,56979
164;-0,10118;6,67578
165;-0,10156;6,78178
166;-0,10192;6,88777
167;-0,10225;6,99376
168;-0,10257;7,09975
169;-0,10287;7,20574
170;-0,10316;7,31174
171;-0,10343;7,41773
172;-0,10368;7,52372
173;-0,10392;7,62971
174;-0,10414;7,7357
175;-0,10435;7,84168
176;-0,10455;7,94764
177;-0,10474;8,05362
178;-0,10492;8,15961
179;-0,10509;8,26559
180;-0,10525;8,37156
181;-0,1054;8,47751
182;-0,10554;8,58351
183;-0,10567;8,68946
184;-0,1058;8,79543
185;-0,10591;8,90137
186;-0,10603;9,00737
187;-0,10613;9,1133
188;-0,10623;9,21928
189;-0,10633;9,32525
190;-0,10642;9,4312
191;-0,1065;9,53715
192;-0,10658;9,64307
193;-0,10665;9,74899
194;-0,10673;9,85501
195;-0,10679;9,96096
196;-0,10686;10,06689
197;-0,10692;10,1728
198;-0,10698;10,27869
199;-0,10703;10,38464
200;-0,10708;10,4906
201;-0,10713;10,59656
